Price,Bedroom,Bathroom,Floors,Parking,Views,Amenities,Interest
700000,4,4,2,4,316,"['Garage', 'Garden', 'Solar Water', 'Drainage']",107
650000,5,5,3,4,183,"['Air Condition', 'Lawn', 'Garden']",52
620000,7,7,3,3,165,"['Garden', 'Balcony', 'Garage', 'Frontyard', 'Drainage']",79
675000,4,4,2,2,651,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well', 'Water Tank', 'Electricity Backup']",58
325000,4,4,2,2,2800,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Gym', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",67
350000,4,4,2,2,775,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']",50
310000,4,4,2,1,679,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Well']",56
325000,4,4,2,1,324,"['Garage', 'Backyard', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Washing Machine', 'Water Tank']",28
200000,4,4,3,1,1300,"['Garage', 'Backyard', 'Fencing', 'Water Supply', 'Water Tank', 'Wifi']",51
350000,2,3,,4,239,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Wifi', 'Water Tank']",42
325000,4,3,3,1,466,"['Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi', 'Water Tank']",27
350000,4,4,3,2,255,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Balcony', 'Wifi', 'Drainage', 'Water Supply', 'Electricity Backup']",40
370000,7,6,4,1,609,"['Washing Machine', 'Solar Water', 'Water Tank', 'Internet', 'Microwave', 'Parking', 'Water Well', 'Water Supply', 'Drainage', 'TV Cable']",14
132000,4,2,0,1,938,"['Water Supply', 'Drainage', 'Parking', 'Water Tank', 'Garden']",49
180000,6,4,3,2,1600,['Air Condition'],4
320000,8,4,,1,820,"['Balcony', 'Backyard', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Solar Water', 'Drainage', 'Electricity Backup', 'Parking', 'Store Room', 'Water Tank']",12
385000,4,4,3,3,34500,"['Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'Water Well']",21
350000,4,4,4,1,861,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Maintenance']",26
135000,4,3,3,1,5500,"['Water Tank', 'Water Well', 'Parking']",33
80000,3,1,2,1,644,[],7
75000,2,1,1,2,731,"['Lawn', 'Garden', 'TV Cable', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",21
325000,6,5,3,5,736,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",22
700000,3,3,2,4,896,[],74
700000,4,3,3,4,989,[],71
250000,3,5,,1,1700,[],24
278000,6,3,3,2,3900,['Air Condition'],34
360000,3,3,,2,1200,[],15
600000,6,3,,4,1700,[],73
650000,5,5,3,3,951,"['Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Balcony', 'Backyard', 'Garden', 'Frontyard']",97
560000,6,6,3,3,1400,"['Drainage', 'Water Supply', 'Solar Water', 'Wifi', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Air Condition']",48
445000,6,5,3,3,933,"['Garden', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'Balcony']",64
850000,5,5,,3,351,"['Frontyard', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Washing Machine', 'TV Cable', 'Microwave', 'Air Condition']",73
475000,5,4,,2,925,[],52
250000,3,3,,1,1200,[],29
350000,5,4,,2,477,[],76
500000,7,4,2,1,1500,"['Lawn', 'Balcony', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Solar Water', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']",43
250000,7,5,4,1,1100,"['Garage', 'Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking']",17
460000,5,4,,2,369,"['Water Supply', 'Solar Water', 'Water Tank', 'Frontyard', 'Garage']",43
280000,2,4,3,3,514,[],38
215000,5,5,3,1,814,[],34
255000,7,5,3,1,365,"['Water Supply', 'Drainage', 'Garage']",27
700000,5,7,2,3,702,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']",41
395000,5,6,3,5,11400,"['Air Condition', 'Backyard', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",49
220000,3,4,3,1,627,"['TV Cable', 'Drainage', 'Solar Water', 'Water Supply', 'Water Well']",28
625000,5,6,2,5,410,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'CCTV', 'Water Supply', 'Electricity Backup', 'Internet']",40
450000,6,6,3,2,501,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Well', 'Water Supply', 'Electricity Backup', 'Internet']",28
220000,6,5,3,1,359,"['Balcony', 'TV Cable', 'Wifi', 'Internet', 'Water Well', 'Water Tank', 'Electricity Backup', 'Drainage', 'Garage']",30
170000,3,2,2,3,309,['Water Supply'],7
190000,4,4,3,2,608,"['Lawn', 'Garage', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Water Supply', 'Water Well', 'Water Tank', 'Internet']",19
120000,1,1,1,1,490,"['Garage', 'Fencing', 'Frontyard', 'Wifi', 'Water Supply', 'Water Tank', 'Internet', 'Parking']",10
440000,5,6,3,1,390,"['Water Tank', 'Water Supply', 'Solar Water', 'Drainage', 'Wifi', 'TV Cable']",20
285000,6,6,3,2,428,"['Garage', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Wifi']",31
650000,5,6,3,3,732,"['Frontyard', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'CCTV']",92
350000,6,4,3,8,304,"['Balcony', 'TV Cable', 'Drainage', 'Water Well', 'Intercom', 'Internet', 'Parking']",49
176000,2,2,,1,414,"['Garage', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Water Well', 'Water Tank']",46
330000,5,4,4,1,415,"['Balcony', 'Water Supply', 'Store Room', 'Backyard', 'Water Tank']",32
225000,9,4,3,3,8600,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Tank', 'Parking']",26
275000,6,3,3,3,1000,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",32
238000,6,3,3,1,386,"['Balcony', 'Water Tank', 'Water Well', 'Wifi', 'Solar Water', 'Garage']",21
265000,4,4,3,1,238,"['TV Cable', 'Water Well', 'Drainage', 'Modular Kitchen', 'Internet', 'Backyard', 'Garden', 'Store Room', 'Water Tank', 'Electricity Backup', 'Water Supply', 'Balcony', 'Parking']",32
410000,5,4,2,2,2200,[],36
255000,6,4,3,2,288,['Garden'],3
320000,5,5,,2,489,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'TV Cable', 'Drainage', 'Balcony']",35
320000,6,3,3,2,260,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Water Supply', 'Internet', 'Parking']",19
800000,5,5,,4,544,[],66
170000,5,2,3,1,531,"['Garage', 'Fencing', 'Water Tank']",0
100000,2,2,1,1,3100,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']",8
300000,9,5,4,3,919,"['Garage', 'Balcony', 'Store Room', 'Parking', 'Water Well', 'Water Tank']",14
270000,3,4,,1,452,[],3
295000,5,2,3,1,1900,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",33
185000,3,3,3,2,200,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Internet', 'Parking']",25
200000,4,1,2,3,773,[],39
195000,4,4,2,1,470,"['Parking', 'Store Room', 'Frontyard', 'Parking', 'Balcony', 'Water Well', 'Water Tank', 'Store Room', 'Garden', 'Water Tank', 'Drainage', 'Garage', 'Frontyard', 'Modular Kitchen', 'Garden', 'Backyard', 'Water Well']",31
265000,4,4,2,1,227,"['Garage', 'Drainage', 'TV Cable', 'Balcony', 'Store Room', 'Water Well', 'Frontyard', 'Parking', 'Internet', 'Water Tank', 'Garden', 'Modular Kitchen']",37
295000,5,3,,4,315,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground']",33
150000,2,3,3,1,409,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Solar Water', 'Water Supply']",8
400000,3,4,3,1,267,[],8
175000,6,2,3,1,433,"['Balcony', 'Backyard', 'TV Cable', 'Water Supply', 'Solar Water', 'Water Well']",18
900000,6,6,3,4,812,"['Garage', 'Balcony', 'Lawn', 'Backyard', 'Frontyard', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Modular Kitchen', 'Washing Machine', 'Microwave', 'Wifi']",62
179000,5,5,3,1,641,[],21
345000,5,5,3,2,439,"['Garden', 'Balcony', 'Microwave', 'Lawn']",46
410000,7,6,3,3,1200,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Drainage', 'Water Tank', 'Kids Playground', 'Parking', 'Security Staff', 'Store Room']",45
365000,9,10,5,2,308,"['Garden', 'Frontyard', 'Wifi', 'Water Tank', 'Solar Water', 'TV Cable']",26
210000,5,4,2,2,490,['Modular Kitchen'],19
178000,5,6,3,1,519,[],1
218000,5,6,3,1,689,[],20
700000,3,4,2,4,589,[],95
300000,5,4,3,2,462,[],19
120000,2,1,1,1,914,"['Washing Machine', 'Wifi', 'Microwave', 'Balcony', 'Gym', 'Garden', 'TV Cable', 'Swimming Pool', 'Drainage']",14
370000,7,5,3,3,668,"['Garage', 'Backyard', 'Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Kids Playground', 'Parking', 'Store Room']",9
250000,6,4,3,1,374,"['Garden', 'Frontyard']",8
170000,6,3,2,2,450,[],3
300000,4,4,3,2,680,[],47
240000,6,6,3,1,292,[],23
240000,6,6,3,1,318,[],20
210000,5,3,3,3,384,"['Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'TV Cable', 'Balcony', 'Internet']",10
285000,3,5,3,1,864,"['Balcony', 'Gym', 'Washing Machine', 'TV Cable', 'Modular Kitchen', 'Fencing', 'Frontyard']",41
620000,4,6,3,4,1100,"['Modular Kitchen', 'Microwave', 'TV Cable', 'Garden', 'Backyard', 'Frontyard', 'Balcony']",28
425000,6,6,4,2,277,"['Modular Kitchen', 'TV Cable', 'Balcony']",49
245000,5,5,3,1,444,"['Modular Kitchen', 'TV Cable']",14
450000,6,6,3,2,1400,"['Garden', 'TV Cable', 'Modular Kitchen', 'Microwave', 'Balcony', 'Backyard', 'Frontyard']",54
215000,4,3,3,1,547,"['Lawn', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Kids Playground']",26
135000,3,3,3,3,459,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",7
180000,4,5,3,1,593,"['Garage', 'Water Supply', 'Solar Water', 'TV Cable', 'Balcony', 'Modular Kitchen', 'Water Tank']",37
190000,6,3,3,1,327,"['Backyard', 'Balcony', 'Fencing', 'Drainage', 'Water Supply', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Solar Water', 'Washing Machine']",25
305000,4,4,3,2,740,"['Modular Kitchen', 'Water Supply', 'Drainage', 'Wifi', 'Garage', 'Lawn', 'Balcony', 'Microwave']",14
150000,4,3,3,1,439,"['Backyard', 'Balcony']",1
210000,6,3,2,2,288,"['Balcony', 'Water Well', 'TV Cable', 'Wifi']",43
225000,6,3,3,1,344,['Water Supply'],17
330000,3,4,3,1,1500,"['Garage', 'Lawn', 'Balcony', 'Swimming Pool', 'Gym', 'Garden', 'Frontyard', 'Drainage', 'Wifi', 'Modular Kitchen', 'Water Supply']",33
106000,2,1,1,1,783,"['Garage', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",11
190000,4,5,3,1,2900,"['Garage', 'Drainage', 'Frontyard', 'Balcony', 'Gym', 'Water Supply', 'Modular Kitchen', 'Fencing']",27
390000,4,4,2,3,646,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",8
350000,5,4,3,5,257,"['Backyard', 'Balcony', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",34
105000,2,1,1,1,1300,"['Garage', 'Backyard', 'Deck', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well']",11
295000,3,2,3,1,838,"['Lawn', 'Backyard', 'Balcony', 'Frontyard', 'Gym', 'Garden', 'Microwave', 'Wifi', 'Drainage', 'Water Supply', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Solar Water', 'Water Tank']",1
450000,5,5,,3,511,[],44
315000,4,4,,1,441,['Garage'],36
325000,4,3,3,1,261,"['Water Tank', 'Solar Water', 'Washing Machine', 'TV Cable', 'Garage', 'Wifi', 'Water Supply', 'Modular Kitchen']",11
250000,2,1,1,1,549,[],43
290000,8,4,3,1,457,"['Balcony', 'Water Well', 'Water Tank', 'Solar Water']",28
67500,7,5,3,3,14200,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",13
530000,6,4,3,3,313,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",62
430000,6,5,3,3,403,"['Garage', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",41
215000,9,1,3,1,633,['Garage'],26
245000,4,3,2,2,556,"['Garage', 'Garden', 'Water Supply', 'TV Cable', 'Solar Water', 'Water Tank', 'Modular Kitchen']",53
187000,1,1,3,1,412,"['Backyard', 'Water Supply', 'Drainage', 'Garden', 'Fencing', 'Water Well']",15
125000,3,1,1,1,496,[],44
700000,7,5,3,8,828,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank']",77
142000,2,1,1,4,531,[],34
128000,2,1,1,2,630,"['Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Tank']",45
320000,5,4,3,2,400,"['Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well']",82
420000,6,5,4,5,303,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Water Well', 'Microwave', 'Water Tank', 'Solar Water', 'Fencing', 'Backyard', 'Frontyard', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage']",53
700000,5,5,3,4,1100,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Garage', 'Lawn', 'Fencing', 'Jacuzzi', 'Air Condition', 'Washing Machine', 'Frontyard', 'Garden', 'Microwave', 'Internet', 'Water Well', 'Intercom', 'Solar Water', 'Modular Kitchen', 'Deck', 'Electricity Backup']",74
800000,6,7,,4,814,[],69
250000,6,4,3,3,305,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",18
255000,5,2,3,2,1100,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",34
525000,5,4,3,4,3900,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",6
390770,4,4,3,1,500,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",26
310000,8,3,4,1,385,"['Balcony', 'Garden', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",25
400000,4,2,3,2,385,"['Balcony', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",35
160000,7,6,5,4,317,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",44
195000,3,3,3,1,1600,"['Garage', 'Balcony', 'Deck', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi']",46
170000,4,3,3,4,1500,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank']",60
200000,1,1,3,1,499,"['Garage', 'Balcony', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Backyard']",10
250000,3,3,2,1,1500,"['Balcony', 'Fencing', 'Frontyard', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",14
175000,6,2,3,1,390,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",25
325000,8,6,3,4,571,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",21
215000,7,4,4,1,270,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",26
380000,8,4,4,1,557,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",70
250000,7,3,4,1,273,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",31
260000,5,3,3,2,241,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",33
135000,3,2,3,1,740,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",7
192000,5,4,3,3,388,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",29
340000,6,3,3,4,265,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",56
400000,6,4,3,4,324,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",62
630000,9,4,4,4,369,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",71
125000,3,2,3,3,589,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",21
142000,5,2,2,3,486,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",32
200000,5,4,3,3,468,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",18
195000,5,3,3,2,599,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",28
210000,4,2,2,2,1100,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",33
225000,6,4,4,3,279,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",30
370000,5,4,3,4,266,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",39
190000,4,3,3,4,583,"['Balcony', 'Garden', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",17
450000,5,5,3,4,286,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",19
165000,6,3,3,3,328,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",39
360000,6,4,3.5,3,247,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",36
120000,4,1,1,2,452,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",6
150000,3,3,3,2,260,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1
160000,4,4,3,2,1900,"['Balcony', 'Fencing', 'Modular Kitchen', 'Water Tank', 'Water Well']",13
375000,4,4,6,4,316,"['Balcony', 'Gym', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",34
310000,9,9,4,3,298,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']",76
205000,5,4,3,3,356,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",40
260000,4,5,3,3,247,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",30
75000,2,2,1,2,864,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",3
175000,3,3,3,2,737,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",51
250000,4,3,3,1,5900,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Tank']",22
285000,3,3,2,1,6500,"['Garage', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply']",28
145000,4,3,2,1,768,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",1
275000,6,4,3,1,375,"['Backyard', 'Balcony', 'Frontyard', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",64
380000,7,4,3,4,407,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",2
700000,3,4,2,4,291,"['TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank']",61
165000,5,3,3,1,7400,"['Garage', 'Balcony', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well']",20
330000,8,7,3.5,2,13300,"['Garage', 'Backyard', 'Fencing', 'Frontyard', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well']",10
550000,4,4,2,2,7100,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",63
125000,2,1,1,1,6800,"['Balcony', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water']",27
625000,5,4,3,4,3600,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",51
130000,3,2,4,1,1600,"['Garage', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Modular Kitchen', 'Wifi', 'Water Supply']",47
130000,3,2,4,1,1700,"['Garage', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply']",17
350000,6,3,3,2,4900,"['Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",49
365000,4,5,3,4,5500,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well']",72
260000,5,5,,2,1400,"['Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",29
110000,4,1,,1,1800,"['Frontyard', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",4
190000,8,2,,1,596,"['Drainage', 'Water Supply', 'Water Tank', 'Water Well']",48
250000,5,5,,2,1200,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",22
290000,7,5,,2,13600,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Water Supply', 'Water Tank', 'Water Well']",31
290000,3,2,,1,24700,"['Lawn', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",39
250000,6,3,,2,953,"['Balcony', 'Water Supply']",28
400000,6,4,,3,1300,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Drainage', 'Water Supply']",59
300000,5,4,,3,1400,"['Balcony', 'Fencing', 'Frontyard']",72
800000,5,6,,3,873,[],70
180000,4,2,,2,1200,['Water Supply'],26
230000,7,3,,2,948,[],19
295000,4,3,,2,1500,"['Garden', 'Water Supply']",50
110000,3,2,6,1,16100,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Drainage', 'Water Supply']",39
590000,5,2,2,7,1500,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",94
65000,4,3,3,5,5600,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",5
120000,4,2,2,1,1400,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply']",3
270000,5,3,2,1,1500,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply']",43
725000,5,2,3,5,19600,"['Garage', 'Balcony', 'Frontyard', 'Drainage', 'Water Supply']",53
